Type of crime,Region,Year,The number of crimes,The number of crimes (cases per 100.000 population),is_federal_level
Rape,Khanty–Mansi Autonomous Okrug – Yugra,2015,33.0,2.0,False
Rape,Yamalo-Nenets Autonomous Okrug,2015,18.0,3.4,False
Rape,Chelyabinsk Oblast,2015,91.0,2.6,False
Rape,Altai Republic,2015,9.0,4.3,False
Rape,Republic of Buryatia,2015,50.0,5.1,False
Rape,Tuva Republic,2015,57.0,18.1,False
Rape,Republic of Khakassia,2015,38.0,7.1,False
Rape,Altai Krai,2015,62.0,2.6,False
Rape,Zabaykalsky Krai,2015,89.0,8.3,False
Rape,Krasnoyarsk Krai,2015,65.0,2.3,False
Rape,Irkutsk Oblast,2015,55.0,2.3,False
Rape,Kemerovo Oblast,2015,91.0,3.3,False
Rape,Novosibirsk Oblast,2015,68.0,2.5,False
Rape,Omsk Oblast,2015,58.0,2.9,False
Rape,Tomsk Oblast,2015,19.0,1.8,False
Rape,Sakha (Yakutia) Republic,2015,54.0,5.6,False
Rape,Kamchatka Krai,2015,16.0,5.2,False
Rape,Primorsky Krai,2015,50.0,2.6,False
Rape,Khabarovsk Krai,2015,131.0,9.8,False
Rape,Amur Oblast,2015,32.0,4.0,False
Rape,Magadan Oblast,2015,3.0,2.0,False
Rape,Sakhalin Oblast,2015,12.0,2.5,False
Rape,Jewish Autonomous Oblast,2015,7.0,4.2,False
Rape,Chukotka Autonomous Okrug,2015,15.0,30.2,False
Theft,Russian Federation,2015,1018456.0,694.0,True
Theft,Belgorod Oblast,2015,7262.0,468.6,False
Theft,Bryansk Oblast,2015,7073.0,574.9,False
Theft,Vladimir Oblast,2015,9343.0,661.6,False
Theft,Voronezh Oblast,2015,21372.0,914.7,False
Theft,Ivanovo Oblast,2015,6515.0,640.4,False
Theft,Kaluga Oblast,2015,8454.0,819.1,False
Theft,Kostroma Oblast,2015,3593.0,562.5,False
Theft,Kursk Oblast,2015,5756.0,516.1,False
Theft,Lipetsk Oblast,2015,6109.0,523.8,False
Theft,Moscow Oblast,2015,39196.0,511.3,False
Theft,Oryol Oblast,2015,4815.0,630.4,False
Theft,Ryazan Oblast,2015,3560.0,312.2,False
Theft,Smolensk Oblast,2015,5071.0,530.4,False
Theft,Tambov Oblast,2015,4521.0,425.7,False
Theft,Tver Oblast,2015,9907.0,754.2,False
Theft,Tula Oblast,2015,5390.0,350.9,False
Theft,Yaroslavl Oblast,2015,11562.0,914.9,False
Theft,Moscow,2015,103720.0,851.3,False
Theft,Republic of Karelia,2015,6689.0,1101.0,False
Theft,Komi Republic,2015,7208.0,860.1,False
Theft,Arkhangelsk Oblast,2015,9645.0,873.8,False
Theft,Nenets Autonomous Okrug,2015,266.0,629.2,False
Theft,Vologda Oblast,2015,12558.0,1054.8,False
Theft,Kaliningrad Oblast,2015,8373.0,863.1,False
Theft,Leningrad Oblast,2015,8947.0,494.6,False
Theft,Murmansk Oblast,2015,7735.0,1039.8,False
Theft,Novgorod Oblast,2015,5921.0,959.8,False
Theft,Pskov Oblast,2015,5047.0,782.8,False
Theft,Saint Petersburg,2015,22628.0,428.9,False
Theft,Republic of Dagestan,2015,2308.0,76.8,False
Theft,Republic of Ingushetia,2015,260.0,56.6,False
Theft,Kabardino-Balkar Republic,2015,2549.0,292.1,False
Theft,Karachay-Cherkess Republic,2015,1015.0,216.0,False
Theft,Republic of North Ossetia-Alania,2015,1357.0,192.5,False
Theft,Chechen Republic,2015,682.0,49.8,False
Theft,Stavropol Krai,2015,12806.0,450.4,False
Theft,Republic of Adygea,2015,1910.0,415.3,False
Theft,Republic of Kalmykia,2015,801.0,286.4,False
Theft,Republic of Crimea,2015,16697.0,880.7,False
Theft,Krasnodar Krai,2015,33626.0,610.7,False
Theft,Astrakhan Oblast,2015,4543.0,450.2,False
Theft,Volgograd Oblast,2015,18136.0,704.9,False
Theft,Rostov Oblast,2015,29869.0,701.9,False
Theft,Sevastopol,2015,5153.0,1291.6,False
Theft,Republic of Bashkortostan,2015,28682.0,698.6,False
Theft,Mari El Republic,2015,2965.0,430.2,False
Theft,Republic of Mordovia,2015,2703.0,332.6,False
Theft,Republic of Tatarstan,2015,21021.0,539.8,False
Theft,Udmurt Republic,2015,9816.0,652.5,False
Theft,Chuvash Republic,2015,5244.0,425.7,False
Theft,Perm Krai,2015,24508.0,933.3,False
Theft,Kirov Oblast,2015,8882.0,698.8,False
Theft,Nizhny Novgorod Oblast,2015,17666.0,542.4,False
Theft,Orenburg Oblast,2015,13250.0,671.3,False
Theft,Penza Oblast,2015,4766.0,352.8,False
Theft,Samara Oblast,2015,19325.0,599.3,False
Theft,Saratov Oblast,2015,12370.0,491.3,False
Theft,Ulyanovsk Oblast,2015,6878.0,546.8,False
Theft,Kurgan Oblast,2015,7273.0,848.0,False
Theft,Sverdlovsk Oblast,2015,30121.0,696.1,False
Theft,Tyumen Oblast,2015,11967.0,826.9,False
Theft,Khanty–Mansi Autonomous Okrug – Yugra,2015,7901.0,488.9,False
Theft,Yamalo-Nenets Autonomous Okrug,2015,3100.0,591.4,False
Theft,Chelyabinsk Oblast,2015,31039.0,887.3,False
Theft,Altai Republic,2015,2004.0,955.8,False
Theft,Republic of Buryatia,2015,12127.0,1241.3,False
Theft,Tuva Republic,2015,3498.0,1110.1,False
Theft,Republic of Khakassia,2015,6459.0,1202.2,False
Theft,Altai Krai,2015,20763.0,886.0,False
Theft,Zabaykalsky Krai,2015,15971.0,1489.6,False
Theft,Krasnoyarsk Krai,2015,28085.0,981.5,False
Theft,Irkutsk Oblast,2015,23420.0,968.9,False
Theft,Kemerovo Oblast,2015,25910.0,952.5,False
Theft,Novosibirsk Oblast,2015,26313.0,955.8,False
Theft,Omsk Oblast,2015,13875.0,705.1,False
Theft,Tomsk Oblast,2015,10229.0,953.9,False
Theft,Sakha (Yakutia) Republic,2015,3986.0,415.7,False
Theft,Kamchatka Krai,2015,2179.0,703.4,False
Theft,Primorsky Krai,2015,19185.0,996.6,False
Theft,Khabarovsk Krai,2015,13884.0,1039.9,False
Theft,Amur Oblast,2015,8970.0,1112.2,False
Theft,Magadan Oblast,2015,1009.0,684.5,False
Theft,Sakhalin Oblast,2015,4343.0,903.7,False
Theft,Jewish Autonomous Oblast,2015,1612.0,968.5,False
Theft,Chukotka Autonomous Okrug,2015,313.0,629.4,False
Robbery without violence,Russian Federation,2015,72739.0,49.6,True
Robbery without violence,Belgorod Oblast,2015,310.0,20.0,False
Robbery without violence,Bryansk Oblast,2015,368.0,29.9,False
Robbery without violence,Vladimir Oblast,2015,802.0,56.8,False
Robbery without violence,Voronezh Oblast,2015,1229.0,52.6,False
Robbery without violence,Ivanovo Oblast,2015,489.0,48.1,False
Robbery without violence,Kaluga Oblast,2015,520.0,50.4,False
Robbery without violence,Kostroma Oblast,2015,256.0,40.1,False
Robbery without violence,Kursk Oblast,2015,296.0,26.5,False
Robbery without violence,Lipetsk Oblast,2015,478.0,41.0,False
Robbery without violence,Moscow Oblast,2015,2952.0,38.5,False
Robbery without violence,Oryol Oblast,2015,306.0,40.1,False
Robbery without violence,Ryazan Oblast,2015,294.0,25.8,False
Robbery without violence,Smolensk Oblast,2015,308.0,32.2,False
Robbery without violence,Tambov Oblast,2015,236.0,22.2,False
Robbery without violence,Tver Oblast,2015,442.0,33.6,False
Robbery without violence,Tula Oblast,2015,385.0,25.1,False
Robbery without violence,Yaroslavl Oblast,2015,936.0,74.1,False
Robbery without violence,Moscow,2015,9022.0,74.1,False
Robbery without violence,Republic of Karelia,2015,394.0,64.9,False
Robbery without violence,Komi Republic,2015,624.0,74.5,False
Robbery without violence,Arkhangelsk Oblast,2015,829.0,75.1,False
Robbery without violence,Nenets Autonomous Okrug,2015,11.0,26.0,False
Robbery without violence,Vologda Oblast,2015,865.0,72.7,False
Robbery without violence,Kaliningrad Oblast,2015,657.0,67.7,False
Robbery without violence,Leningrad Oblast,2015,560.0,31.0,False
Robbery without violence,Murmansk Oblast,2015,319.0,42.9,False
Robbery without violence,Novgorod Oblast,2015,375.0,60.8,False
Robbery without violence,Pskov Oblast,2015,254.0,39.4,False
Robbery without violence,Saint Petersburg,2015,2512.0,47.6,False
Robbery without violence,Republic of Dagestan,2015,148.0,4.9,False
Robbery without violence,Republic of Ingushetia,2015,13.0,2.8,False
Robbery without violence,Kabardino-Balkar Republic,2015,136.0,15.6,False
Robbery without violence,Karachay-Cherkess Republic,2015,50.0,10.6,False
Robbery without violence,Republic of North Ossetia-Alania,2015,86.0,12.2,False
Robbery without violence,Chechen Republic,2015,15.0,1.1,False
Robbery without violence,Stavropol Krai,2015,727.0,25.6,False
Robbery without violence,Republic of Adygea,2015,88.0,19.1,False
Robbery without violence,Republic of Kalmykia,2015,46.0,16.4,False
Robbery without violence,Republic of Crimea,2015,1133.0,59.8,False
Robbery without violence,Krasnodar Krai,2015,1560.0,28.3,False
Robbery without violence,Astrakhan Oblast,2015,440.0,43.6,False
Robbery without violence,Volgograd Oblast,2015,1462.0,56.8,False
Robbery without violence,Rostov Oblast,2015,2075.0,48.8,False
Robbery without violence,Sevastopol,2015,503.0,126.1,False
Robbery without violence,Republic of Bashkortostan,2015,1423.0,34.7,False
Robbery without violence,Mari El Republic,2015,278.0,40.3,False
Robbery without violence,Republic of Mordovia,2015,163.0,20.1,False
Robbery without violence,Republic of Tatarstan,2015,1291.0,33.1,False
Robbery without violence,Udmurt Republic,2015,1018.0,67.7,False
Robbery without violence,Chuvash Republic,2015,441.0,35.8,False
Robbery without violence,Perm Krai,2015,1412.0,53.8,False
Robbery without violence,Kirov Oblast,2015,665.0,52.3,False
Robbery without violence,Nizhny Novgorod Oblast,2015,1384.0,42.5,False
Robbery without violence,Orenburg Oblast,2015,989.0,50.1,False
Robbery without violence,Penza Oblast,2015,285.0,21.1,False
Robbery without violence,Samara Oblast,2015,1423.0,44.1,False
Robbery without violence,Saratov Oblast,2015,905.0,35.9,False
Robbery without violence,Ulyanovsk Oblast,2015,506.0,40.2,False
Robbery without violence,Kurgan Oblast,2015,356.0,41.5,False
Robbery without violence,Sverdlovsk Oblast,2015,2100.0,48.5,False
Robbery without violence,Tyumen Oblast,2015,860.0,59.4,False
Robbery without violence,Khanty–Mansi Autonomous Okrug – Yugra,2015,316.0,19.6,False
Robbery without violence,Yamalo-Nenets Autonomous Okrug,2015,97.0,18.5,False
Robbery without violence,Chelyabinsk Oblast,2015,2640.0,75.5,False
Robbery without violence,Altai Republic,2015,74.0,35.3,False
Robbery without violence,Republic of Buryatia,2015,810.0,82.9,False
Robbery without violence,Tuva Republic,2015,308.0,97.7,False
Robbery without violence,Republic of Khakassia,2015,311.0,57.9,False
Robbery without violence,Altai Krai,2015,996.0,42.5,False
Robbery without violence,Zabaykalsky Krai,2015,948.0,88.4,False
Robbery without violence,Krasnoyarsk Krai,2015,1882.0,65.8,False
Robbery without violence,Irkutsk Oblast,2015,2157.0,89.2,False
Robbery without violence,Kemerovo Oblast,2015,2841.0,104.4,False
Robbery without violence,Novosibirsk Oblast,2015,2059.0,74.8,False
Robbery without violence,Omsk Oblast,2015,824.0,41.9,False
Robbery without violence,Tomsk Oblast,2015,1022.0,95.3,False
Robbery without violence,Sakha (Yakutia) Republic,2015,372.0,38.8,False
Robbery without violence,Kamchatka Krai,2015,137.0,44.2,False
Robbery without violence,Primorsky Krai,2015,1191.0,61.9,False
Robbery without violence,Khabarovsk Krai,2015,1100.0,82.4,False
Robbery without violence,Amur Oblast,2015,611.0,75.8,False
Robbery without violence,Magadan Oblast,2015,75.0,50.9,False
Robbery without violence,Sakhalin Oblast,2015,259.0,53.9,False
Robbery without violence,Jewish Autonomous Oblast,2015,111.0,66.7,False
Robbery without violence,Chukotka Autonomous Okrug,2015,21.0,42.2,False
Robbery with violence,Russian Federation,2015,13642.0,9.3,True
Robbery with violence,Belgorod Oblast,2015,59.0,3.8,False
Robbery with violence,Bryansk Oblast,2015,81.0,6.6,False
Robbery with violence,Vladimir Oblast,2015,132.0,9.3,False
Robbery with violence,Voronezh Oblast,2015,294.0,12.6,False
Robbery with violence,Ivanovo Oblast,2015,92.0,9.0,False
Robbery with violence,Kaluga Oblast,2015,91.0,8.8,False
Robbery with violence,Kostroma Oblast,2015,37.0,5.8,False
Robbery with violence,Kursk Oblast,2015,61.0,5.5,False
Robbery with violence,Lipetsk Oblast,2015,38.0,3.3,False
Robbery with violence,Moscow Oblast,2015,685.0,8.9,False
Robbery with violence,Oryol Oblast,2015,51.0,6.7,False
Robbery with violence,Ryazan Oblast,2015,70.0,6.1,False
Robbery with violence,Smolensk Oblast,2015,56.0,5.9,False
Robbery with violence,Tambov Oblast,2015,40.0,3.8,False
Robbery with violence,Tver Oblast,2015,106.0,8.1,False
Robbery with violence,Tula Oblast,2015,98.0,6.4,False
Robbery with violence,Yaroslavl Oblast,2015,121.0,9.6,False
Robbery with violence,Moscow,2015,1953.0,16.0,False
Robbery with violence,Republic of Karelia,2015,67.0,11.0,False
Robbery with violence,Komi Republic,2015,91.0,10.9,False
Robbery with violence,Arkhangelsk Oblast,2015,124.0,11.2,False
Robbery with violence,Nenets Autonomous Okrug,2015,0.0,0.0,False
Robbery with violence,Vologda Oblast,2015,100.0,8.4,False
Robbery with violence,Kaliningrad Oblast,2015,83.0,8.6,False
Robbery with violence,Leningrad Oblast,2015,143.0,7.9,False
Robbery with violence,Murmansk Oblast,2015,40.0,5.4,False
Robbery with violence,Novgorod Oblast,2015,49.0,7.9,False
Robbery with violence,Pskov Oblast,2015,34.0,5.3,False
Robbery with violence,Saint Petersburg,2015,702.0,13.3,False
Robbery with violence,Republic of Dagestan,2015,87.0,2.9,False
Robbery with violence,Republic of Ingushetia,2015,16.0,3.5,False
Robbery with violence,Kabardino-Balkar Republic,2015,54.0,6.2,False
Robbery with violence,Karachay-Cherkess Republic,2015,21.0,4.5,False
Robbery with violence,Republic of North Ossetia-Alania,2015,22.0,3.1,False
Robbery with violence,Chechen Republic,2015,9.0,0.7,False
Robbery with violence,Stavropol Krai,2015,191.0,6.7,False
Robbery with violence,Republic of Adygea,2015,18.0,3.9,False
Robbery with violence,Republic of Kalmykia,2015,4.0,1.4,False
Robbery with violence,Republic of Crimea,2015,159.0,8.4,False
Robbery with violence,Krasnodar Krai,2015,414.0,7.5,False
Robbery with violence,Astrakhan Oblast,2015,68.0,6.7,False
Robbery with violence,Volgograd Oblast,2015,221.0,8.6,False
Robbery with violence,Rostov Oblast,2015,327.0,7.7,False
Robbery with violence,Sevastopol,2015,62.0,15.5,False
Robbery with violence,Republic of Bashkortostan,2015,301.0,7.3,False
Robbery with violence,Mari El Republic,2015,28.0,4.1,False
Robbery with violence,Republic of Mordovia,2015,21.0,2.6,False
Robbery with violence,Republic of Tatarstan,2015,273.0,7.0,False
Robbery with violence,Udmurt Republic,2015,173.0,11.5,False
Robbery with violence,Chuvash Republic,2015,67.0,5.4,False
Robbery with violence,Perm Krai,2015,249.0,9.5,False
Robbery with violence,Kirov Oblast,2015,85.0,6.7,False
Robbery with violence,Nizhny Novgorod Oblast,2015,216.0,6.6,False
Robbery with violence,Orenburg Oblast,2015,176.0,8.9,False
Robbery with violence,Penza Oblast,2015,49.0,3.6,False
Robbery with violence,Samara Oblast,2015,266.0,8.2,False
Robbery with violence,Saratov Oblast,2015,149.0,5.9,False
Robbery with violence,Ulyanovsk Oblast,2015,120.0,9.5,False
Robbery with violence,Kurgan Oblast,2015,107.0,12.5,False
Robbery with violence,Sverdlovsk Oblast,2015,459.0,10.6,False
Robbery with violence,Tyumen Oblast,2015,152.0,10.5,False
Robbery with violence,Khanty–Mansi Autonomous Okrug – Yugra,2015,92.0,5.7,False
Robbery with violence,Yamalo-Nenets Autonomous Okrug,2015,35.0,6.7,False
Robbery with violence,Chelyabinsk Oblast,2015,416.0,11.9,False
Robbery with violence,Altai Republic,2015,17.0,8.1,False
Robbery with violence,Republic of Buryatia,2015,149.0,15.3,False
Robbery with violence,Tuva Republic,2015,72.0,22.9,False
Robbery with violence,Republic of Khakassia,2015,44.0,8.2,False
Robbery with violence,Altai Krai,2015,125.0,5.3,False
Robbery with violence,Zabaykalsky Krai,2015,213.0,19.9,False
Robbery with violence,Krasnoyarsk Krai,2015,330.0,11.5,False
Robbery with violence,Irkutsk Oblast,2015,330.0,13.7,False
Robbery with violence,Kemerovo Oblast,2015,304.0,11.2,False
Robbery with violence,Novosibirsk Oblast,2015,446.0,16.2,False
Robbery with violence,Omsk Oblast,2015,170.0,8.6,False
Robbery with violence,Tomsk Oblast,2015,85.0,7.9,False
Robbery with violence,Sakha (Yakutia) Republic,2015,48.0,5.0,False
Robbery with violence,Kamchatka Krai,2015,16.0,5.2,False
Robbery with violence,Primorsky Krai,2015,255.0,13.2,False
Robbery with violence,Khabarovsk Krai,2015,152.0,11.4,False
Robbery with violence,Amur Oblast,2015,126.0,15.6,False
Robbery with violence,Magadan Oblast,2015,7.0,4.7,False
Robbery with violence,Sakhalin Oblast,2015,16.0,3.3,False
Robbery with violence,Jewish Autonomous Oblast,2015,18.0,10.8,False
Robbery with violence,Chukotka Autonomous Okrug,2015,2.0,4.0,False
Extortion,Russian Federation,2015,4259.0,2.9,True
Extortion,Belgorod Oblast,2015,26.0,1.7,False
Extortion,Bryansk Oblast,2015,22.0,1.8,False
Extortion,Vladimir Oblast,2015,39.0,2.8,False
Extortion,Voronezh Oblast,2015,39.0,1.7,False
Extortion,Ivanovo Oblast,2015,29.0,2.9,False
Extortion,Kaluga Oblast,2015,42.0,4.1,False
Extortion,Kostroma Oblast,2015,17.0,2.7,False
Extortion,Kursk Oblast,2015,13.0,1.2,False
Extortion,Lipetsk Oblast,2015,39.0,3.3,False
Extortion,Moscow Oblast,2015,136.0,1.8,False
Extortion,Oryol Oblast,2015,15.0,2.0,False
Extortion,Ryazan Oblast,2015,4.0,0.4,False
Extortion,Smolensk Oblast,2015,47.0,4.9,False
Extortion,Tambov Oblast,2015,10.0,0.9,False
Extortion,Tver Oblast,2015,25.0,1.9,False
Extortion,Tula Oblast,2015,11.0,0.7,False
Extortion,Yaroslavl Oblast,2015,26.0,2.1,False
Extortion,Moscow,2015,271.0,2.2,False
Extortion,Republic of Karelia,2015,18.0,3.0,False
Extortion,Komi Republic,2015,111.0,13.2,False
Extortion,Arkhangelsk Oblast,2015,72.0,6.5,False
Extortion,Nenets Autonomous Okrug,2015,1.0,2.4,False
Extortion,Vologda Oblast,2015,44.0,3.7,False
Extortion,Kaliningrad Oblast,2015,18.0,1.9,False
Extortion,Leningrad Oblast,2015,36.0,2.0,False
Extortion,Murmansk Oblast,2015,38.0,5.1,False
Extortion,Novgorod Oblast,2015,7.0,1.1,False
Extortion,Pskov Oblast,2015,5.0,0.8,False
Extortion,Saint Petersburg,2015,70.0,1.3,False
Extortion,Republic of Dagestan,2015,50.0,1.7,False
Extortion,Republic of Ingushetia,2015,4.0,0.9,False
Extortion,Kabardino-Balkar Republic,2015,20.0,2.3,False
Extortion,Karachay-Cherkess Republic,2015,19.0,4.0,False
Extortion,Republic of North Ossetia-Alania,2015,10.0,1.4,False
Extortion,Chechen Republic,2015,6.0,0.4,False
Extortion,Stavropol Krai,2015,70.0,2.5,False
Extortion,Republic of Adygea,2015,8.0,1.7,False
Extortion,Republic of Kalmykia,2015,12.0,4.3,False
Extortion,Republic of Crimea,2015,17.0,0.9,False
Extortion,Krasnodar Krai,2015,89.0,1.6,False
Extortion,Astrakhan Oblast,2015,19.0,1.9,False
Extortion,Volgograd Oblast,2015,57.0,2.2,False
Extortion,Rostov Oblast,2015,50.0,1.2,False
Extortion,Sevastopol,2015,4.0,1.0,False
Extortion,Republic of Bashkortostan,2015,131.0,3.2,False
Extortion,Mari El Republic,2015,30.0,4.4,False
Extortion,Republic of Mordovia,2015,11.0,1.4,False
Extortion,Republic of Tatarstan,2015,162.0,4.2,False
Extortion,Udmurt Republic,2015,100.0,6.6,False
Extortion,Chuvash Republic,2015,45.0,3.7,False
Extortion,Perm Krai,2015,78.0,3.0,False
Extortion,Kirov Oblast,2015,47.0,3.7,False
Extortion,Nizhny Novgorod Oblast,2015,184.0,5.6,False
Extortion,Orenburg Oblast,2015,44.0,2.2,False
Extortion,Penza Oblast,2015,12.0,0.9,False
Extortion,Samara Oblast,2015,98.0,3.0,False
Extortion,Saratov Oblast,2015,39.0,1.5,False
Extortion,Ulyanovsk Oblast,2015,41.0,3.3,False
Extortion,Kurgan Oblast,2015,23.0,2.7,False
Extortion,Sverdlovsk Oblast,2015,85.0,2.0,False
Extortion,Tyumen Oblast,2015,152.0,10.5,False
Extortion,Khanty–Mansi Autonomous Okrug – Yugra,2015,72.0,4.5,False
Extortion,Yamalo-Nenets Autonomous Okrug,2015,26.0,5.0,False
Extortion,Chelyabinsk Oblast,2015,150.0,4.3,False
Extortion,Altai Republic,2015,2.0,1.0,False
Extortion,Republic of Buryatia,2015,49.0,5.0,False
Extortion,Tuva Republic,2015,7.0,2.2,False
Extortion,Republic of Khakassia,2015,19.0,3.5,False
Extortion,Altai Krai,2015,97.0,4.1,False
Extortion,Zabaykalsky Krai,2015,91.0,8.5,False
Extortion,Krasnoyarsk Krai,2015,69.0,2.4,False
Extortion,Irkutsk Oblast,2015,74.0,3.1,False
Extortion,Kemerovo Oblast,2015,76.0,2.8,False
Extortion,Novosibirsk Oblast,2015,105.0,3.8,False
Extortion,Omsk Oblast,2015,16.0,0.8,False
Extortion,Tomsk Oblast,2015,19.0,1.8,False
Extortion,Sakha (Yakutia) Republic,2015,28.0,2.9,False
Extortion,Kamchatka Krai,2015,9.0,2.9,False
Extortion,Primorsky Krai,2015,100.0,5.2,False
Extortion,Khabarovsk Krai,2015,52.0,3.9,False
Extortion,Amur Oblast,2015,29.0,3.6,False
Extortion,Magadan Oblast,2015,6.0,4.1,False
Extortion,Sakhalin Oblast,2015,5.0,1.0,False
Extortion,Jewish Autonomous Oblast,2015,5.0,3.0,False
Extortion,Chukotka Autonomous Okrug,2015,0.0,0.0,False
Hooliganism,Russian Federation,2015,3318.0,2.3,True
Hooliganism,Belgorod Oblast,2015,8.0,0.5,False
Hooliganism,Bryansk Oblast,2015,25.0,2.0,False
Hooliganism,Vladimir Oblast,2015,12.0,0.8,False
Hooliganism,Voronezh Oblast,2015,24.0,1.0,False
Hooliganism,Ivanovo Oblast,2015,16.0,1.6,False
Hooliganism,Kaluga Oblast,2015,19.0,1.8,False
Hooliganism,Kostroma Oblast,2015,6.0,0.9,False
Hooliganism,Kursk Oblast,2015,7.0,0.6,False
Hooliganism,Lipetsk Oblast,2015,6.0,0.5,False
Hooliganism,Moscow Oblast,2015,153.0,2.0,False
Hooliganism,Oryol Oblast,2015,16.0,2.1,False
Hooliganism,Ryazan Oblast,2015,5.0,0.4,False
Hooliganism,Smolensk Oblast,2015,14.0,1.5,False
Hooliganism,Tambov Oblast,2015,14.0,1.3,False
Hooliganism,Tver Oblast,2015,12.0,0.9,False
Hooliganism,Tula Oblast,2015,11.0,0.7,False
Hooliganism,Yaroslavl Oblast,2015,20.0,1.6,False
